VisCanvas Save File Format,,Extent,ShapeFactor4,Solidity,Perimeter,Area,ConvexArea,EquivDiameter,roundness,MajorAxisLength,MinorAxisLength,ShapeFactor1,AspectRation,Eccentricity,Compactness,ShapeFactor3,ShapeFactor2
HOROZ,1412,0.796109,0.994928,0.987742,828.051,44399,44950,237.762,0.813709,341.544,166.359,0.0076926,2.05306,0.873358,0.696138,0.484608,0.00111438
HOROZ,1413,0.64859,0.996806,0.989833,822.871,44492,44949,238.01,0.825711,336.979,168.647,0.00757393,1.99814,0.865756,0.706306,0.498868,0.00116271
HOROZ,1414,0.603963,0.986646,0.982982,856.043,44535,45306,238.125,0.763695,346.886,165.678,0.00778906,2.09374,0.87857,0.686467,0.471236,0.00106695
HOROZ,1415,0.61188,0.983044,0.981693,850.137,44562,45393,238.198,0.774813,343.516,168.018,0.00770872,2.04452,0.872221,0.69341,0.480818,0.00109932
HOROZ,1416,0.745894,0.993005,0.986353,846.716,44594,45211,238.283,0.781647,353.856,161.588,0.00793507,2.18987,0.889648,0.673389,0.453453,0.00100646
HOROZ,1417,0.711283,0.994752,0.986335,829.615,44606,45224,238.315,0.814423,339.279,168.28,0.00760613,2.01616,0.868327,0.702416,0.493388,0.00114215
HOROZ,1418,0.851948,0.982982,0.981561,859.481,44608,45446,238.321,0.75884,329.856,175.167,0.00739454,1.88309,0.847345,0.722499,0.522005,0.00124291
HOROZ,1419,0.633956,0.996326,0.986097,850.425,44614,45243,238.337,0.775191,351.269,162.308,0.00787351,2.16421,0.886848,0.678502,0.460364,0.00102932
HOROZ,1420,0.633956,0.996326,0.986097,850.425,44614,45243,238.337,0.775191,351.269,162.308,0.00787351,2.16421,0.886848,0.678502,0.460364,0.00102932
HOROZ,1421,0.745525,0.995081,0.987154,808.725,44648,45229,238.427,0.857848,310.632,183.911,0.00695736,1.68904,0.805899,0.767555,0.58914,0.00148957
HOROZ,1422,0.805339,0.996164,0.988903,833.623,44648,45149,238.427,0.80737,350.294,162.91,0.00784568,2.15022,0.885275,0.68065,0.463284,0.00103874
HOROZ,1423,0.577532,0.990384,0.986886,850.2,44701,45295,238.569,0.777114,349.483,164.436,0.00781824,2.12534,0.882393,0.682633,0.465988,0.00104722
HOROZ,1424,0.738299,0.997687,0.990626,847.544,44704,45127,238.577,0.782045,360.188,158.392,0.00805717,2.27403,0.898121,0.662368,0.438732,0.000956665
HOROZ,1425,0.694104,0.996928,0.988416,832.12,44710,45234,238.593,0.811414,332.069,171.958,0.00742717,1.9311,0.855478,0.718505,0.516249,0.00122102
HOROZ,1426,0.694104,0.996928,0.988416,832.12,44710,45234,238.593,0.811414,332.069,171.958,0.00742717,1.9311,0.855478,0.718505,0.516249,0.00122102
HOROZ,1427,0.616076,0.993738,0.985505,847.583,44737,45395,238.665,0.78255,345.092,166.1,0.00771379,2.07761,0.876544,0.691598,0.478308,0.00108859
HOROZ,1428,0.800981,0.997713,0.991622,810.865,44738,45116,238.668,0.855046,324.986,175.677,0.00726421,1.8499,0.8413,0.734393,0.539333,0.00130341
HOROZ,1429,0.739673,0.97522,0.971285,839.911,44785,46109,238.793,0.797767,334.752,174.669,0.00747465,1.91649,0.853076,0.713342,0.508857,0.00119389
HOROZ,1430,0.81292,0.996562,0.986367,861.814,44787,45406,238.798,0.757765,344.334,166.18,0.00768826,2.07206,0.875834,0.693508,0.480953,0.00109702
HOROZ,1431,0.652523,0.99612,0.962343,1005.55,44799,46552,238.83,0.556766,362.45,157.986,0.00809057,2.29419,0.900003,0.658933,0.434193,0.000940861
HOROZ,1432,0.646537,0.987109,0.985007,841.088,44805,45487,238.846,0.795891,311.841,185.327,0.00695996,1.68265,0.804244,0.765923,0.586639,0.0014775
HOROZ,1433,0.685614,0.992407,0.988756,832.162,44846,45356,238.955,0.8138,342.391,168.043,0.00763483,2.03752,0.871276,0.697901,0.487066,0.00111726
HOROZ,1434,0.716934,0.996701,0.985915,846.28,44870,45511,239.019,0.787296,354.602,161.644,0.00790288,2.19372,0.890058,0.674049,0.454343,0.00100631
HOROZ,1435,0.646437,0.989383,0.983519,853.492,44875,45627,239.033,0.774133,351.008,164.526,0.0078219,2.13345,0.883345,0.68099,0.463747,0.00103766
HOROZ,1436,0.680281,0.994211,0.983098,826.44,44904,45676,239.11,0.826175,317.429,181.163,0.00706907,1.75218,0.821145,0.753269,0.567415,0.00140392
HOROZ,1437,0.804462,0.996675,0.98575,878.718,44963,45613,239.267,0.731756,365.084,157.333,0.00811965,2.32045,0.902376,0.655376,0.429517,0.000924013
HOROZ,1438,0.653667,0.984141,0.982492,837.605,45005,45807,239.379,0.806106,341.759,170.37,0.0075938,2.00598,0.866884,0.700432,0.490604,0.00112746
HOROZ,1439,0.630761,0.991864,0.987002,842.585,45030,45623,239.445,0.797048,343.633,168.215,0.00763119,2.04281,0.871991,0.696806,0.485538,0.00110973
HOROZ,1440,0.675963,0.98826,0.986527,836.404,45032,45647,239.45,0.808908,338.16,171.569,0.00750933,1.97099,0.861735,0.708098,0.501403,0.00116454
HOROZ,1441,0.667189,0.987482,0.982251,865.765,45102,45917,239.636,0.756146,347.779,167.214,0.00771095,2.07984,0.876827,0.689048,0.474787,0.00107222
HOROZ,1442,0.630349,0.99615,0.988689,820.466,45104,45620,239.642,0.841984,331.234,174.047,0.00734378,1.90313,0.850824,0.723483,0.523427,0.00124111
HOROZ,1443,0.72704,0.987724,0.985802,840.075,45131,45781,239.714,0.803616,347.603,167.366,0.00770208,2.0769,0.876454,0.68962,0.475575,0.00107455
HOROZ,1444,0.799947,0.971275,0.960168,855.291,45149,47022,239.761,0.775586,358.106,165.274,0.00793164,2.16674,0.887128,0.669527,0.448266,0.000983139
HOROZ,1445,0.75128,0.989479,0.985823,873.211,45200,45850,239.897,0.74492,357.131,162.86,0.00790113,2.19287,0.889968,0.671733,0.451226,0.00099233
HOROZ,1446,0.66336,0.993732,0.986343,841.526,45210,45836,239.923,0.802249,341.708,169.52,0.00755824,2.01574,0.868268,0.702129,0.492986,0.0011331
HOROZ,1447,0.630873,0.99698,0.988482,827.481,45226,45753,239.966,0.830007,338.225,170.768,0.00747856,1.98062,0.863182,0.709485,0.503369,0.00116888
HOROZ,1448,0.792613,0.997004,0.98719,824.056,45236,45823,239.992,0.837106,334.326,172.794,0.0073907,1.93482,0.85608,0.71784,0.515294,0.00121053
HOROZ,1449,0.615909,0.996336,0.984768,888.846,45257,45957,240.048,0.719851,361.565,159.957,0.00798915,2.26039,0.896817,0.663914,0.440781,0.000957474
HOROZ,1450,0.62007,0.992543,0.986235,846.153,45280,45912,240.109,0.794728,353.491,164.319,0.00780679,2.15125,0.885391,0.67925,0.461381,0.00102511
HOROZ,1451,0.626731,0.995219,0.982859,854.181,45297,46087,240.154,0.780152,341.55,169.671,0.00754023,2.01302,0.867884,0.70313,0.494392,0.00113686
HOROZ,1452,0.760485,0.993024,0.986561,834.295,45369,45987,240.345,0.819087,338.992,171.601,0.0074719,1.97547,0.862411,0.708997,0.502677,0.00116463
HOROZ,1453,0.785729,0.994961,0.987,838.238,45401,45999,240.43,0.811971,346.701,167.577,0.00763642,2.06891,0.875429,0.693478,0.480912,0.00108943
HOROZ,1454,0.639085,0.996134,0.985973,835.028,45407,46053,240.445,0.818334,341.12,170.141,0.00751249,2.00493,0.866733,0.704871,0.496844,0.00114394
HOROZ,1455,0.686734,0.996696,0.98696,851.184,45413,46013,240.461,0.787668,356.481,162.739,0.00784976,2.19051,0.889716,0.674542,0.455006,0.00100247
HOROZ,1456,0.657808,0.997,0.990179,848.018,45469,45920,240.609,0.794539,357.515,162.419,0.00786282,2.20119,0.890849,0.673006,0.452937,0.000995024
HOROZ,1457,0.625017,0.982773,0.980422,842.281,45470,46378,240.612,0.805417,339.406,173.565,0.0074644,1.9555,0.859356,0.708921,0.502569,0.00116296
HOROZ,1458,0.78447,0.990598,0.984391,848.858,45471,46192,240.615,0.793002,346.405,168.719,0.00761814,2.05315,0.87337,0.694606,0.482478,0.00109391
HOROZ,1459,0.784071,0.992437,0.983328,834.56,45473,46244,240.62,0.820443,335.928,173.666,0.00738741,1.93433,0.856001,0.716285,0.513065,0.00119955
HOROZ,1460,0.608011,0.989882,0.984244,838.042,45478,46206,240.633,0.813729,331.843,176.277,0.00729679,1.88251,0.847243,0.725141,0.52583,0.00124452
HOROZ,1461,0.608011,0.989882,0.984244,838.042,45478,46206,240.633,0.813729,331.843,176.277,0.00729679,1.88251,0.847243,0.725141,0.52583,0.00124452
HOROZ,1462,0.664477,0.94999,0.949023,859.94,45518,47963,240.739,0.773494,322.287,189.292,0.00708042,1.70259,0.80934,0.746972,0.557967,0.00135974
HOROZ,1463,0.741691,0.996744,0.988513,840.696,45525,46054,240.758,0.809435,348.646,166.798,0.00765835,2.09023,0.878133,0.69055,0.476859,0.00107422
HOROZ,1464,0.673736,0.996937,0.987184,853.65,45525,46116,240.758,0.785055,358.829,162.034,0.00788202,2.21453,0.89224,0.670954,0.450179,0.000985345
HOROZ,1465,0.702344,0.997251,0.986252,854.451,45554,46189,240.834,0.784083,358.559,162.208,0.00787107,2.21049,0.891821,0.671673,0.451145,0.000988202
HOROZ,1466,0.784417,0.990497,0.984352,855.192,45606,46331,240.972,0.783618,342.063,171.385,0.00750039,1.99587,0.865427,0.704467,0.496273,0.00113948
HOROZ,1467,0.78738,0.986481,0.988127,834.651,45609,46157,240.98,0.822717,341.088,172.586,0.00747852,1.97634,0.862541,0.706503,0.499147,0.00114935
HOROZ,1468,0.648776,0.987682,0.981206,840.956,45631,46505,241.038,0.810818,321.924,182.726,0.00705493,1.76178,0.8233,0.748742,0.560615,0.00136773
HOROZ,1469,0.799685,0.996467,0.986666,857.771,45654,46271,241.098,0.779733,343.327,169.91,0.00752019,2.02064,0.868955,0.702242,0.493143,0.00112812
HOROZ,1470,0.705899,0.99443,0.984878,828.517,45654,46355,241.098,0.835768,340.132,171.857,0.00745022,1.97916,0.862964,0.708837,0.50245,0.00116021
HOROZ,1471,0.613016,0.996849,0.985115,870.017,45666,46356,241.13,0.758136,350.539,166.394,0.00767615,2.10668,0.880159,0.687883,0.473184,0.00106019
HOROZ,1472,0.636902,0.990737,0.983691,860.356,45720,46478,241.273,0.776175,342.495,171.555,0.00749115,1.99642,0.865507,0.704455,0.496258,0.001138
HOROZ,1473,0.636357,0.995574,0.98605,859.282,45805,46453,241.497,0.779563,350.599,167.086,0.00765416,2.09832,0.879136,0.688812,0.474462,0.00106287
HOROZ,1474,0.793103,0.994497,0.981617,859.129,45816,46674,241.526,0.780028,338.736,173.166,0.00739339,1.95613,0.859454,0.713021,0.5084,0.00117878
HOROZ,1475,0.757932,0.994495,0.982059,862.123,45817,46654,241.528,0.774637,333.459,175.91,0.00727806,1.89562,0.849535,0.724313,0.524629,0.00123566
HOROZ,1476,0.739551,0.992166,0.981804,844.252,45864,46714,241.652,0.808607,334.58,175.913,0.00729505,1.90197,0.850626,0.722256,0.521653,0.00122454
HOROZ,1477,0.624568,0.994022,0.989072,839.116,45887,46394,241.713,0.818946,339.736,173.006,0.00740376,1.96372,0.860626,0.711472,0.506193,0.00117021
HOROZ,1478,0.763835,0.994909,0.98961,827.009,45908,46390,241.768,0.843486,336.119,174.792,0.00732158,1.92297,0.854148,0.719293,0.517382,0.00120895
HOROZ,1479,0.759553,0.993561,0.987908,817.888,45915,46477,241.787,0.862535,324.097,181.55,0.00705862,1.78517,0.828376,0.746033,0.556565,0.00134875
HOROZ,1480,0.785406,0.995687,0.992157,842.448,45918,46281,241.795,0.81303,350.363,167.592,0.00763018,2.09057,0.878176,0.690127,0.476275,0.00106765
HOROZ,1481,0.801746,0.984567,0.983637,858.374,45928,46692,241.821,0.783311,353.569,167.984,0.00769834,2.10478,0.879927,0.683942,0.467777,0.00103909
HOROZ,1482,0.78796,0.997079,0.988319,847.435,45942,46485,241.858,0.803909,349.214,167.996,0.00760119,2.0787,0.876683,0.692578,0.479664,0.00107879
HOROZ,1483,0.692706,0.996516,0.990818,841.037,45968,46394,241.926,0.816649,346.631,169.439,0.00754071,2.04576,0.872387,0.697935,0.487114,0.0011037
HOROZ,1484,0.705031,0.989937,0.984368,838.333,45968,46698,241.926,0.821925,339.333,174.234,0.00738195,1.94758,0.858115,0.712945,0.508291,0.00117646
HOROZ,1485,0.781034,0.99819,0.98977,859.402,46056,46532,242.158,0.783616,359.394,163.46,0.00780341,2.19866,0.890582,0.673794,0.453999,0.000992142
HOROZ,1486,0.811236,0.982908,0.977837,856.672,46062,47106,242.173,0.788721,346.967,171.97,0.00753261,2.0176,0.86853,0.697973,0.487166,0.00110275
HOROZ,1487,0.80413,0.995689,0.986678,855.704,46067,46689,242.187,0.790592,350.698,167.974,0.00761279,2.08781,0.877831,0.690584,0.476906,0.00106804
HOROZ,1488,0.765503,0.992128,0.982428,863.075,46068,46892,242.189,0.777163,344.159,171.784,0.00747067,2.00344,0.86652,0.703713,0.495212,0.00113011
HOROZ,1489,0.767336,0.993137,0.986413,847.12,46100,46735,242.273,0.807274,336.275,175.755,0.00729446,1.91331,0.852545,0.720463,0.519067,0.00121233
HOROZ,1490,0.727636,0.985707,0.978635,862.115,46127,47134,242.344,0.779892,358.661,166.124,0.00777551,2.15899,0.886265,0.675692,0.456559,0.000999776
HOROZ,1491,0.772966,0.991302,0.989853,832.979,46143,46616,242.386,0.835695,334.311,177.28,0.00724511,1.88578,0.84782,0.725032,0.525672,0.00123496
HOROZ,1492,0.766461,0.996086,0.989578,856.55,46144,46630,242.389,0.79035,351.326,167.888,0.00761368,2.09263,0.878431,0.689926,0.475998,0.00106411
HOROZ,1493,0.619085,0.9914,0.985047,850.826,46180,46881,242.483,0.801645,344.081,172.367,0.00745088,1.99622,0.865477,0.704727,0.49664,0.00113363
HOROZ,1494,0.6365,0.996199,0.987609,832.722,46229,46809,242.612,0.837769,335.536,176.092,0.00725813,1.90546,0.851221,0.723058,0.522812,0.00122376
HOROZ,1495,0.823947,0.988662,0.986535,855.563,46230,46861,242.615,0.793651,350.633,169.798,0.00758454,2.065,0.874923,0.691933,0.478771,0.00107242
HOROZ,1496,0.795683,0.994226,0.986291,848.807,46261,46904,242.696,0.806876,350.463,169.043,0.00757577,2.07321,0.875982,0.692502,0.479559,0.00107471
HOROZ,1497,0.685224,0.985578,0.98386,854.523,46267,47026,242.712,0.796221,341.615,174.966,0.00738355,1.95246,0.858882,0.710484,0.504787,0.00116055
HOROZ,1498,0.801604,0.993907,0.989036,832.69,46275,46788,242.733,0.838667,337.742,175.52,0.00729858,1.92424,0.854357,0.718693,0.51652,0.00120114
HOROZ,1499,0.639731,0.993587,0.985672,842.976,46298,46971,242.793,0.818732,329.637,179.983,0.00711989,1.83149,0.837783,0.736547,0.542502,0.00129258
HOROZ,1500,0.716966,0.989758,0.980191,879.449,46316,47252,242.84,0.752523,345.658,172.372,0.00746304,2.00531,0.866788,0.702545,0.493569,0.00112148
HOROZ,1501,0.77708,0.99519,0.988689,844.864,46415,46946,243.1,0.817136,349.767,169.779,0.00753564,2.06013,0.874289,0.695033,0.483071,0.00108473
HOROZ,1502,0.808287,0.997309,0.989662,872.732,46428,46913,243.134,0.765999,365.986,161.956,0.00788287,2.25979,0.896759,0.664326,0.441328,0.000947082
HOROZ,1503,0.733,0.99099,0.983433,849.522,46481,47264,243.272,0.809349,343.264,173.976,0.00738503,1.97306,0.862047,0.708704,0.502261,0.00114919
HOROZ,1504,0.759593,0.991097,0.985802,863.421,46519,47189,243.372,0.784143,356.752,167.517,0.00766895,2.12965,0.8829,0.682188,0.46538,0.00102455
HOROZ,1505,0.738093,0.989607,0.984655,853.266,46522,47247,243.38,0.80297,351.171,170.446,0.00754849,2.06031,0.874312,0.693051,0.48032,0.00107424
HOROZ,1506,0.811524,0.997091,0.988263,840.976,46562,47115,243.484,0.827321,337.631,176.102,0.00725122,1.91725,0.853202,0.721155,0.520064,0.00120977
SIRA,1507,0.758033,0.997017,0.982972,676.641,31519,32065,200.328,0.865099,255.074,157.803,0.00809269,1.61641,0.785662,0.785373,0.61681,0.00189922
SIRA,1508,0.694284,0.982736,0.978097,671.914,31751,32462,201.064,0.883771,244.103,168.522,0.00768803,1.44849,0.723451,0.823685,0.678457,0.00218293
SIRA,1509,0.775569,0.996822,0.990116,668.106,32857,33185,204.536,0.925011,233.805,179.501,0.00711583,1.30253,0.640764,0.874813,0.765298,0.00257079
SIRA,1510,0.774835,0.998133,0.988559,670.488,33180,33564,205.539,0.927479,240.97,175.645,0.00726249,1.37191,0.68461,0.852965,0.727549,0.00237132
SIRA,1511,0.752663,0.996649,0.988774,680.423,33206,33583,205.619,0.901298,260.09,163.103,0.00783261,1.59464,0.778938,0.790569,0.625,0.00188732
SIRA,1512,0.698696,0.998367,0.988899,688.874,33318,33692,205.966,0.882286,257.465,165.037,0.0077275,1.56004,0.767535,0.799975,0.63996,0.0019522
SIRA,1513,0.827284,0.996653,0.989649,689.937,33462,33812,206.41,0.88337,265.47,161.028,0.00793348,1.64859,0.795023,0.777527,0.604549,0.00178857
SIRA,1514,0.799451,0.995706,0.983931,683.487,33493,34040,206.506,0.900956,252.772,169.435,0.00754702,1.49185,0.742084,0.816963,0.667429,0.00207379
SIRA,1515,0.725221,0.995739,0.981706,697.714,33540,34165,206.651,0.865801,257.489,166.559,0.00767708,1.54593,0.762609,0.80256,0.644103,0.00196466
SIRA,1516,0.73419,0.995659,0.986895,672.575,33587,34033,206.795,0.933039,240.377,178.681,0.00715685,1.34529,0.668919,0.860296,0.740108,0.0024182
SIRA,1517,0.766188,0.995957,0.987018,687.194,33605,34047,206.851,0.894242,259.055,165.837,0.00770881,1.5621,0.768239,0.798483,0.637575,0.00193299
SIRA,1518,0.797524,0.997896,0.989177,670.53,33634,34002,206.94,0.940052,242.675,176.839,0.00721517,1.37229,0.684825,0.852745,0.727175,0.00235344
SIRA,1519,0.806803,0.99669,0.990035,683.09,33680,34019,207.081,0.907039,256.203,167.933,0.00760699,1.52562,0.755221,0.80827,0.6533,0.00200271
SIRA,1520,0.771353,0.996084,0.989384,686.903,33739,34101,207.263,0.898569,255.804,168.593,0.00758186,1.51729,0.752083,0.810239,0.656488,0.00201562
SIRA,1521,0.811422,0.997025,0.988448,680.022,33885,34281,207.711,0.920813,245.425,176.316,0.00724289,1.39196,0.69562,0.846329,0.716273,0.00229218
SIRA,1522,0.740738,0.997163,0.988698,691.801,34031,34420,208.158,0.893557,265.572,163.62,0.00780381,1.6231,0.787663,0.78381,0.614358,0.0018169
SIRA,1523,0.800672,0.996566,0.991942,670.159,34099,34376,208.366,0.954104,237.772,183.225,0.006973,1.29771,0.637331,0.876324,0.767944,0.00253664
SIRA,1524,0.777747,0.997369,0.988553,693.8,34112,34507,208.405,0.89053,258.14,168.697,0.00756742,1.5302,0.756919,0.807334,0.651789,0.00198309
SIRA,1525,0.762664,0.996643,0.977527,789.379,34146,34931,208.509,0.688618,247.661,176.138,0.007253,1.40606,0.702983,0.841914,0.708819,0.00224785
SIRA,1526,0.730066,0.998772,0.989294,687.252,34189,34559,208.64,0.909629,249.062,174.994,0.00728486,1.42326,0.711575,0.837704,0.701748,0.00221291
SIRA,1527,0.72489,0.997263,0.986004,698.847,34238,34724,208.79,0.880956,255.829,170.867,0.00747208,1.49724,0.744255,0.81613,0.666067,0.00204483
SIRA,1528,0.824711,0.994269,0.987228,682.082,34242,34685,208.802,0.924902,247.619,177.085,0.00723145,1.39831,0.698972,0.843238,0.71105,0.00225531
SIRA,1529,0.752544,0.99773,0.982354,698.401,34459,35078,209.463,0.887775,254.099,173.06,0.00737396,1.46827,0.732217,0.824333,0.679526,0.00210035
SIRA,1530,0.767369,0.996579,0.987581,697.522,34593,35028,209.869,0.893475,259.73,170.163,0.00750817,1.52636,0.755497,0.808029,0.652911,0.00197434
SIRA,1531,0.772877,0.992703,0.985801,702.351,34645,35144,210.027,0.882555,259.162,171.459,0.00748051,1.51151,0.749868,0.810407,0.65676,0.00199033
SIRA,1532,0.777965,0.996534,0.988141,691.502,34663,35079,210.082,0.910939,252.525,175.38,0.00728515,1.43988,0.719489,0.831924,0.692097,0.00215255
SIRA,1533,0.747671,0.985828,0.97888,704.917,34668,35416,210.097,0.876724,268.275,166.901,0.00773839,1.60739,0.782917,0.783141,0.61331,0.00179552
SIRA,1534,0.815527,0.99746,0.986811,700.168,34717,35181,210.245,0.889913,262.516,168.811,0.0075616,1.55509,0.765824,0.800885,0.641416,0.00191899
SIRA,1535,0.769518,0.998399,0.983404,724.442,34783,35370,210.445,0.832856,252.194,175.889,0.00725051,1.43383,0.716651,0.834455,0.696315,0.0021685
SIRA,1536,0.716962,0.995807,0.988757,704.926,34825,35221,210.572,0.880671,264.594,168.286,0.00759781,1.57229,0.771677,0.795832,0.633348,0.00187998
SIRA,1537,0.732149,0.996359,0.985331,702.718,34862,35381,210.684,0.887156,264.018,168.738,0.00757325,1.56467,0.769112,0.797989,0.636786,0.0018943
SIRA,1538,0.680753,0.995622,0.989535,710.337,34892,35261,210.774,0.868974,273.749,163,0.00784561,1.67944,0.803402,0.769955,0.592831,0.00170086
SIRA,1539,0.715686,0.994584,0.982321,707.258,34894,35522,210.781,0.876607,264.384,168.96,0.00757678,1.56477,0.769148,0.797251,0.635609,0.00188818
SIRA,1540,0.786504,0.995788,0.987174,701.872,34942,35396,210.925,0.891337,250.916,178.058,0.00718094,1.40918,0.704573,0.840621,0.706643,0.00221188
SIRA,1541,0.768336,0.996065,0.985439,700.748,34990,35507,211.07,0.895427,257.018,174.022,0.00734547,1.47693,0.73591,0.821227,0.674414,0.00206088
SIRA,1542,0.785881,0.988833,0.986251,707.652,35077,35566,211.332,0.880223,261.085,172.993,0.0074432,1.50923,0.748982,0.809439,0.655191,0.00197095
SIRA,1543,0.814453,0.996684,0.989633,703.253,35129,35497,211.489,0.892591,268.447,167.17,0.00764176,1.60583,0.782437,0.787823,0.620665,0.00181588
SIRA,1544,0.77583,0.999095,0.988883,692.108,35135,35530,211.507,0.921727,253.1,176.91,0.00720363,1.43067,0.715149,0.835667,0.69834,0.00216703
SIRA,1545,0.693415,0.994595,0.98275,711.89,35152,35769,211.558,0.871634,265.193,169.689,0.00754417,1.56282,0.768484,0.797754,0.636411,0.0018848
SIRA,1546,0.765244,0.99708,0.989185,711.318,35215,35600,211.748,0.874601,269.118,167.096,0.00764214,1.61056,0.783889,0.786822,0.619089,0.00180676
SIRA,1547,0.75161,0.995878,0.987284,706.381,35249,35703,211.85,0.887725,272.66,165.284,0.00773525,1.64965,0.79532,0.776975,0.603691,0.00173893
SIRA,1548,0.719226,0.996944,0.984435,723.178,35291,35849,211.976,0.847976,276.24,163.161,0.00782748,1.69305,0.806927,0.767363,0.588846,0.00167419
SIRA,1549,0.801468,0.997053,0.987496,697.382,35380,35828,212.243,0.914168,255.581,176.775,0.00722387,1.44579,0.722222,0.830436,0.689624,0.00211921
SIRA,1550,0.736881,0.991262,0.985952,716.279,35444,35949,212.435,0.868137,268.081,169.824,0.0075635,1.57858,0.773758,0.79243,0.627946,0.0018397
SIRA,1551,0.690361,0.99614,0.987581,711.867,35468,35914,212.507,0.879526,273.143,165.973,0.00770111,1.64571,0.794213,0.778007,0.605295,0.00174047
SIRA,1552,0.775499,0.996117,0.98375,711.317,35476,36062,212.531,0.881086,266.851,169.928,0.00752201,1.57037,0.771036,0.796441,0.634319,0.00186693
SIRA,1553,0.760919,0.995558,0.987897,713.086,35506,35941,212.621,0.877461,262.106,173.248,0.00738203,1.5129,0.750401,0.811201,0.658047,0.00197183
SIRA,1554,0.793648,0.99708,0.98723,708.141,35561,36021,212.786,0.891137,259.768,174.811,0.00730487,1.486,0.73969,0.819136,0.670983,0.00202869
SIRA,1555,0.789287,0.992231,0.986576,710.53,35570,36054,212.812,0.885378,263.26,173.379,0.00740119,1.51841,0.752508,0.808372,0.653466,0.00194952
SIRA,1556,0.69498,0.995871,0.989201,712.676,35633,36022,213.001,0.881613,262.588,173.494,0.00736925,1.51353,0.750645,0.811158,0.657978,0.001968
SIRA,1557,0.777894,0.997558,0.98945,688.039,35640,36020,213.022,0.946066,254.517,178.728,0.00714133,1.42405,0.711956,0.836964,0.700509,0.00216166
SIRA,1558,0.718705,0.994935,0.986174,704.049,35734,36235,213.302,0.905911,255.61,178.904,0.00715312,1.42875,0.71423,0.834485,0.696366,0.00213969
SIRA,1559,0.710929,0.997198,0.988401,710.277,35791,36211,213.473,0.891514,262.478,174.104,0.00733363,1.50759,0.748344,0.813297,0.661452,0.00197923
SIRA,1560,0.726972,0.994974,0.988655,713.667,35815,36226,213.544,0.883657,269.737,169.911,0.0075314,1.58752,0.776664,0.791675,0.626749,0.00182492
SIRA,1561,0.74035,0.998247,0.990681,703.778,35827,36164,213.58,0.908969,269.608,169.492,0.00752529,1.59069,0.777681,0.792185,0.627558,0.00182814
SIRA,1562,0.788476,0.998482,0.989107,709.926,35867,36262,213.699,0.894291,263.918,173.299,0.00735824,1.5229,0.754204,0.809718,0.655643,0.00195114
SIRA,1563,0.78896,0.994472,0.988514,715.89,35889,36306,213.765,0.879992,271.931,168.974,0.007577,1.6093,0.783504,0.786099,0.617952,0.00178479
SIRA,1564,0.810922,0.997281,0.990838,708.182,35906,36238,213.815,0.899678,265.806,172.463,0.00740282,1.54124,0.760934,0.804404,0.647066,0.00191194
SIRA,1565,0.69214,0.996596,0.986349,721.98,35911,36408,213.83,0.865739,269.06,170.517,0.00749242,1.5779,0.773536,0.794729,0.631594,0.00184365
SIRA,1566,0.70819,0.995077,0.98836,715.801,35918,36341,213.851,0.880922,256.723,179.019,0.00714749,1.43405,0.716756,0.833001,0.693891,0.00212283
SIRA,1567,0.791182,0.995566,0.987412,715.377,35926,36384,213.875,0.882163,266.401,172.47,0.00741528,1.54463,0.762146,0.802829,0.644535,0.0019002
SIRA,1568,0.734537,0.996071,0.989285,705.523,36007,36397,214.116,0.909022,263.343,174.777,0.00731366,1.50673,0.748011,0.813068,0.661079,0.00197161
SIRA,1569,0.809479,0.995624,0.987797,729.436,36021,36466,214.157,0.850729,282.13,163.276,0.00783237,1.72793,0.815522,0.759074,0.576193,0.00160402
SIRA,1570,0.69305,0.993719,0.988868,707.031,36067,36473,214.294,0.906657,249.215,185.431,0.00690978,1.34398,0.668114,0.859876,0.739386,0.00233016
SIRA,1571,0.736404,0.995633,0.984027,715.767,36100,36686,214.392,0.88547,262.132,176.116,0.00726127,1.48841,0.740679,0.817879,0.668926,0.00200423
SIRA,1572,0.693352,0.996547,0.98867,718.771,36125,36539,214.466,0.878692,269.132,171.497,0.00745001,1.56931,0.770681,0.796882,0.635021,0.00185316
SIRA,1573,0.716996,0.996292,0.990677,712.701,36128,36468,214.475,0.893797,265.235,174.075,0.00734154,1.52368,0.754496,0.808623,0.653871,0.0019362
SIRA,1574,0.701807,0.995811,0.987617,712.296,36129,36582,214.478,0.894839,259.64,177.917,0.00718647,1.45933,0.728313,0.826059,0.682374,0.00206415
SIRA,1575,0.689797,0.997868,0.983992,730.977,36144,36732,214.523,0.850039,271.926,169.599,0.00752339,1.60334,0.781667,0.788902,0.622367,0.00179757
SIRA,1576,0.746758,0.991493,0.982448,718.646,36158,36804,214.564,0.879801,274.326,169.262,0.00758686,1.62072,0.786955,0.782152,0.611761,0.00175148
SIRA,1577,0.725786,0.993331,0.99031,710.469,36179,36533,214.626,0.900692,268.902,172.456,0.00743254,1.55925,0.767262,0.798159,0.637057,0.00186069
SIRA,1578,0.777577,0.998025,0.9888,710.441,36197,36607,214.68,0.901211,262.171,176.139,0.0072429,1.48843,0.740688,0.818854,0.670522,0.00200871
SIRA,1579,0.782674,0.994527,0.987555,705.396,36266,36723,214.884,0.91589,259.04,179.236,0.00714279,1.44525,0.721971,0.82954,0.688136,0.0020864
